"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 27 15:23:13 GMT 2024","Fri Sep 27 15:23:13 GMT 2024","177","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsInvalidParamsSize","getPostsInvalidParamsSize",""
"passed","Fri Sep 27 15:23:11 GMT 2024","Fri Sep 27 15:23:12 GMT 2024","420","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getHealth","Actuator health",""
"passed","Fri Sep 27 15:23:11 GMT 2024","Fri Sep 27 15:23:12 GMT 2024","273","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deletePostUnauthorized","Unauthorized access to delete post",""
"passed","Fri Sep 27 15:23:12 GMT 2024","Fri Sep 27 15:23:12 GMT 2024","157","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostUnauthorized","Unauthorized access to get post",""
"passed","Fri Sep 27 15:23:08 GMT 2024","Fri Sep 27 15:23:09 GMT 2024","929","ParallelTests","All tests","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","avatarGeneratorTest","avatarGeneratorTest",""
"passed","Fri Sep 27 15:23:14 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","360","ParallelTests","All tests","com.github.aceton41k.api.AsyncTasksTest","com.github.aceton41k.api.AsyncTasksTest","getAllTasks","getAllTasks",""
"passed","Fri Sep 27 15:23:13 GMT 2024","Fri Sep 27 15:23:13 GMT 2024","259","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsInvalidParamsPage2","getPostsInvalidParamsPage2",""
"passed","Fri Sep 27 15:23:11 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","2562","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","createPost","Create post",""
"passed","Fri Sep 27 15:23:08 GMT 2024","Fri Sep 27 15:23:08 GMT 2024","34","ParallelTests","All tests","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","postGeneratorTest","postGeneratorTest",""
"skipped","Fri Sep 27 15:23:08 GMT 2024","Fri Sep 27 15:23:08 GMT 2024","16","ParallelTests","All tests","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","skippedTest","Skipped test",""
"passed","Fri Sep 27 15:23:13 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","1257","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsParams","Get posts with paging params",""
"passed","Fri Sep 27 15:23:13 GMT 2024","Fri Sep 27 15:23:13 GMT 2024","509","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","updateComment","updateComment",""
"passed","Fri Sep 27 15:23:13 GMT 2024","Fri Sep 27 15:23:13 GMT 2024","261","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsPageParams","Get posts with empty paging params",""
"passed","Fri Sep 27 15:23:13 GMT 2024","Fri Sep 27 15:23:13 GMT 2024","161","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsPageParams","Get posts with empty paging params",""
"passed","Fri Sep 27 15:23:14 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","190","ParallelTests","All tests","com.github.aceton41k.api.AsyncTasksTest","com.github.aceton41k.api.AsyncTasksTest","getTask","Get task",""
"passed","Fri Sep 27 15:23:13 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","181","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","updatePostNotExist","Update post not exists",""
"passed","Fri Sep 27 15:23:13 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","1001","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","updatePost","Update post",""
"passed","Fri Sep 27 15:23:11 GMT 2024","Fri Sep 27 15:23:13 GMT 2024","1461","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deletePostNotExist","Delete post not exists",""
"passed","Fri Sep 27 15:23:12 GMT 2024","Fri Sep 27 15:23:12 GMT 2024","260","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostNotExist","Get post not exists",""
"passed","Fri Sep 27 15:23:13 GMT 2024","Fri Sep 27 15:23:13 GMT 2024","177","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsPageParams","Get posts with empty paging params",""
"passed","Fri Sep 27 15:23:12 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","2067","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPosts","Get posts",""
"passed","Fri Sep 27 15:23:11 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","2704","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deleteComment","deleteComment",""
"passed","Fri Sep 27 15:23:14 GMT 2024","Fri Sep 27 15:23:24 GMT 2024","10227","ParallelTests","All tests","com.github.aceton41k.api.AsyncTasksTest","com.github.aceton41k.api.AsyncTasksTest","createTask","Create task",""
"passed","Fri Sep 27 15:23:11 GMT 2024","Fri Sep 27 15:23:13 GMT 2024","1498","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deleteCommentNotExist","deleteCommentNotExist",""
"passed","Fri Sep 27 15:23:13 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","101","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsPageParams","Get posts with empty paging params",""
"passed","Fri Sep 27 15:23:08 GMT 2024","Fri Sep 27 15:23:08 GMT 2024","15","ParallelTests","All tests","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","userResponseConstructorTest","userResponseConstructorTest",""
"passed","Fri Sep 27 15:23:11 GMT 2024","Fri Sep 27 15:23:12 GMT 2024","488","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getExceptionRequest","Get method that throws exception",""
"passed","Fri Sep 27 15:23:12 GMT 2024","Fri Sep 27 15:23:13 GMT 2024","482","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsInvalidParamsPage","getPostsInvalidParamsPage",""
"failed","Fri Sep 27 15:23:08 GMT 2024","Fri Sep 27 15:23:08 GMT 2024","17","ParallelTests","All tests","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","failedTest","Failed test",""
"passed","Fri Sep 27 15:23:11 GMT 2024","Fri Sep 27 15:23:13 GMT 2024","1492","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deleteCommentPostNotExist","deleteCommentPostNotExist",""
"passed","Fri Sep 27 15:23:12 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","2297","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPost","Get post",""
"passed","Fri Sep 27 15:23:14 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","170","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","userInfo","User info",""
"passed","Fri Sep 27 15:23:11 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","2565","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","addComment","addComment",""
"passed","Fri Sep 27 15:23:11 GMT 2024","Fri Sep 27 15:23:14 GMT 2024","2724","ParallelTests","All tests","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deletePost","Delete post",""
